ID,Storm_Name,Year,Tier,Overall,Category,peak_wind_mph,min_pressure_mb,ace,duration_hours,fatalities,wind_pct,pres_pct,ace_pct,dur_pct,fat_pct,image_url
AL031932,Hurricane Three,1932,Gold,71,1,86,979,7.69,192,,64.4,66.8,64,77.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fd/Florida%E2%80%93Alabama_hurricane_weather_map%2C_September_1%2C_1932.jpg/1280px-Florida%E2%80%93Alabama_hurricane_weather_map%2C_September_1%2C_1932.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071932,Tropical Storm Seven,1932,Gold,71,0,63,,9.2,258,,39.5,36.5,69,88.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6c/Tropical_Storm_Seven_Analysis_19_Sep_1932.png/1280px-Tropical_Storm_Seven_Analysis_19_Sep_1932.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL111932,Tropical Storm Eleven,1932,Gold,71,0,69,,6.53,264,,45.9,32.2,59.4,89,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/Tropical_Storm_Eleven_Analysis_15_Oct_1932.png/1280px-Tropical_Storm_Eleven_Analysis_15_Oct_1932.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL151936,Hurricane Fifteen,1936,Gold,71,2,104,983,14.42,156,,74.7,63.4,79.7,67.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/26/Hurricane_Fifteen_weather_map%2C_September_21%2C_1936.jpg/1280px-Hurricane_Fifteen_weather_map%2C_September_21%2C_1936.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL171936,Tropical Storm Seventeen,1936,Gold,71,0,63,,9.93,324,,37.5,29.3,71.1,95,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6b/Tropical_Storm_Seven_weather_map%2C_August_11%2C_1936.jpg/1280px-Tropical_Storm_Seven_weather_map%2C_August_11%2C_1936.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041937,Hurricane Four,1937,Gold,71,2,98,,11.19,138,,72.9,76.6,74,62.6,50,https://upload.wikimedia.org/wikipedia/commons/f/f6/Hurricane_Four_surface_analysis_12_September_1937.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031940,Hurricane Three,1940,Gold,71,2,98,972,10.49,162,,72.4,71.8,72.6,70.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/South_Carolina_hurricane_weather_map%2C_August_11%2C_1940.jpg/1280px-South_Carolina_hurricane_weather_map%2C_August_11%2C_1940.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091944,Hurricane Nine,1944,Gold,71,2,98,,9.15,168,,72.2,76.5,68.8,71.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d2/Hurricane_Nine_surface_analysis_1944.jpg/1280px-Hurricane_Nine_surface_analysis_1944.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061947,Tropical Storm Six,1947,Gold,71,0,63,987,4.4,138,,42.2,52.6,49.6,63.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f2/Tropical_Storm_Six_%28How%29_weather_map%2C_September_23%2C_1947.jpg/1280px-Tropical_Storm_Six_%28How%29_weather_map%2C_September_23%2C_1947.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091949,Hurricane Nine,1949,Gold,71,1,92,,8.23,144,,66.9,62.5,66.1,65.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/bd/Hurricane_Nine_weather_map%2C_September_24%2C_1949.jpg/1280px-Hurricane_Nine_weather_map%2C_September_24%2C_1949.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL111949,Hurricane Eleven,1949,Gold,71,2,109,965,7.1,84,,82.1,81.2,61.8,43.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/ce/Texas_hurricane_weather_map_%28high_quality%29%2C_October_4%2C_1949.jpg/1280px-Texas_hurricane_weather_map_%28high_quality%29%2C_October_4%2C_1949.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011951,Tropical Storm One,1951,Gold,71,0,63,,9.73,240,,39.6,25.9,70.2,86,50,https://upload.wikimedia.org/wikipedia/commons/6/60/One_1951-01-06_1230Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL121951,Hurricane Twelve,1951,Gold,71,1,81,,11.98,210,,57.8,58.4,75.5,80.4,50,https://upload.wikimedia.org/wikipedia/commons/e/e4/Hurricane_Twelve_surface_analysis_December_08%2C_1951.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL101953,GAIL,1953,Gold,71,1,81,986,14.41,240,,57.7,53.7,79.6,86.1,50,https://upload.wikimedia.org/wikipedia/commons/4/48/Gail_1953-10-04_1230Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL121953,HAZEL,1953,Gold,71,1,86,989,11.76,210,14,63,51.3,75.3,80.2,50.2,https://upload.wikimedia.org/wikipedia/commons/f/f8/Hazel_1953-10-09_1230Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL131959,Tropical Storm Thirteen,1959,Gold,71,0,69,,7.84,174,,45.3,31.4,64.6,73.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e4/1959_Atlantic_hurricane_season_summary_map.png/1280px-1959_Atlantic_hurricane_season_summary_map.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL011961,ANNA,1961,Gold,71,2,104,976,11.24,150,,77.4,68.8,74.2,67.6,50,https://upload.wikimedia.org/wikipedia/commons/a/ab/Hurricane_Anna_1961.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL111961,INGA,1961,Gold,71,0,69,997,6.08,108,,48.8,42.4,57.4,53.6,50,https://upload.wikimedia.org/wikipedia/commons/e/e2/Tropical_Storm_Inga_analysis_6_Nov_1961.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031962,CELIA,1962,Gold,71,0,69,995,5.41,228,,48.9,44.8,54.3,83.2,50,https://upload.wikimedia.org/wikipedia/commons/8/8d/CeliaSep161962TIROS.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021965,ANNA,1965,Gold,71,2,104,,8.6,126,,77.2,76,67.7,60.3,50,https://upload.wikimedia.org/wikipedia/commons/6/62/Anna1965tirosX.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL041966,DOROTHY,1966,Gold,71,1,86,989,12.22,186,,65.3,51.7,76.1,74.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/00/DorothyJul231966ESSA1.png/1280px-DorothyJul231966ESSA1.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL221971,LAURA,1971,Gold,71,0,69,994,7.88,174,,43.1,47,64.8,73,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Tropical_Storm_Laura_1971.jpg/1280px-Tropical_Storm_Laura_1971.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL141973,FRAN,1973,Gold,71,1,86,974,8.88,120,,65,70.7,68.3,56.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/1973_Pacific_typhoon_season_summary.png/1280px-1973_Pacific_typhoon_season_summary.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL061974,Tropical Storm Six,1974,Gold,71,0,63,996,6.19,246,,39.1,43,58,86.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e8/1974_Atlantic_hurricane_season_summary_map.png/1280px-1974_Atlantic_hurricane_season_summary_map.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL151978,HOPE,1978,Gold,71,0,63,987,5.6,156,,37.3,53.1,55.6,68.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9b/Hope_1978-09-18_1400Z.png/1280px-Hope_1978-09-18_1400Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031982,BERYL,1982,Gold,71,0,69,989,5.31,114,,44.2,51.7,53.6,55.4,50,https://upload.wikimedia.org/wikipedia/commons/2/20/Beryl_1982-08-31_1401Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL111985,ISABEL,1985,Gold,71,0,69,997,3.79,87,60,46.4,42.3,46.1,44.4,70.6,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/81/Isabel_1985-10-08_1930Z.png/1280px-Isabel_1985-10-08_1930Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL121985,JUAN,1985,Gold,71,1,86,971,8.09,138,12,65.5,72.3,65.7,62.9,45.5,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/Juan_1985-10-28_2030Z.png/1280px-Juan_1985-10-28_2030Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL071993,FLOYD,1993,Gold,71,1,81,966,7.57,126,,56.6,81,63.6,60.3,50,https://upload.wikimedia.org/wikipedia/commons/6/69/Floyd_1993-09-09_1831Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL162000,LESLIE,2000,Gold,71,0,69,973,3.65,126,,43.5,70.9,44.9,59.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f3/Leslie_2000-10-06_1555Z.jpg/1280px-Leslie_2000-10-06_1555Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL192000,Tropical Storm Nineteen,2000,Gold,71,0,63,976,3.78,102,,42.2,69,45.9,50.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/2000_Atlantic_hurricane_season_summary.png/1280px-2000_Atlantic_hurricane_season_summary.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL052001,DEAN,2001,Gold,71,0,69,994,3.71,168,,47.8,45.6,45.4,72,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/35/Dean_2001-08-27_2040Z.jpg/1280px-Dean_2001-08-27_2040Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL062005,FRANKLIN,2005,Gold,71,0,69,997,7.65,216,,42.9,42.9,63.8,82.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Franklin_2005-07-23_1545Z.jpg/1280px-Franklin_2005-07-23_1545Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL082005,HARVEY,2005,Gold,71,0,63,994,7.83,198,,37.1,45.8,64.5,78.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Harvey_2005-08-04_1741Z.jpg/1280px-Harvey_2005-08-04_1741Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL012006,ALBERTO,2006,Gold,71,0,69,969,5.48,162,3,47.3,79.2,54.7,71.1,18.6,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/25/Alberto_2006-06-12_1830Z.jpg/1280px-Alberto_2006-06-12_1830Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL092009,GRACE,2009,Gold,71,0,63,986,6.36,210,,38,53.9,58.7,81.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d6/Grace_2009-10-05_1140Z.jpg/1280px-Grace_2009-10-05_1140Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL112009,IDA,2009,Gold,71,2,104,975,8.24,144,,79.6,70,66.2,64.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cb/Ida_2009-11-08_1630Z.jpg/1280px-Ida_2009-11-08_1630Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL172010,OTTO,2010,Gold,71,1,86,976,8.17,180,,62.1,69.1,65.9,73.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/38/Otto_2010-10-09_0203Z.jpg/1280px-Otto_2010-10-09_0203Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL142011,MARIA,2011,Gold,71,1,81,983,9.98,234.5,,55.7,63.6,71.4,85.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f2/Maria_2011-09-15_1740Z.jpg/1280px-Maria_2011-09-15_1740Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL192011,SEAN,2011,Gold,71,0,63,982,5.89,162,,40.1,64.5,56.5,71.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Sean_2011-11-10_1515Z_%28Terra%29.jpg/1280px-Sean_2011-11-10_1515Z_%28Terra%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL112012,KIRK,2012,Gold,71,2,104,970,7.95,120,,77.3,78.1,65.2,57,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2a/Kirk_2012-08-31_0139Z.png/1280px-Kirk_2012-08-31_0139Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL142013,MELISSA,2013,Gold,71,0,63,980,5.42,150,,37.8,65.4,54.5,66.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/63/Melissa_Nov_20_2013_1355Z.jpg/1280px-Melissa_Nov_20_2013_1355Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL082019,GABRIELLE,2019,Gold,71,0,63,995,6.23,180,,41,44.5,58.1,74.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Gabrielle_2019-09-08_1635Z.jpg/1280px-Gabrielle_2019-09-08_1635Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL192020,SALLY,2020,Gold,71,2,109,965,7.31,108,13,80.5,81.3,62.3,52.9,46.8,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/1c/Sally_2020-09-16_0400Z.jpg/1280px-Sally_2020-09-16_0400Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL302020,THETA,2020,Gold,71,0,69,987,5.59,132,,48.6,52.7,55.5,61.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Theta_2020-11-10_1600Z.jpg/1280px-Theta_2020-11-10_1600Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL152021,ODETTE,2021,Gold,71,0,63,989,6.1,198,,38.3,51.6,57.5,77.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/39/Odette_2021-09-17_1740Z.jpg/1280px-Odette_2021-09-17_1740Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL172023,PHILIPPE,2023,Gold,71,0,58,998,9.6,300,,28.5,40,69.9,93,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f8/Philippe_2023-09-27_1200Z.jpg/1280px-Philippe_2023-09-27_1200Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL021859,Hurricane Two,1859,Gold,70,2,104,,9.72,66,,78.3,78,70.2,35.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a1/Two_1859_path.png/1280px-Two_1859_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081859,Hurricane Eight,1859,Gold,70,1,92,989,9.78,138,,67.8,50.9,70.6,63.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fc/Eight_1859_path.png/1280px-Eight_1859_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071860,Hurricane Seven,1860,Gold,70,2,104,,10.66,102,,75.5,73,72.9,51.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/03/Seven_1860_path.png/1280px-Seven_1860_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021861,Hurricane Two,1861,Gold,70,1,92,,7.95,102,,67.1,62.6,65.1,50.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c5/Two_1861_path.png/1280px-Two_1861_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031863,Hurricane Three,1863,Gold,70,2,104,975,11.85,102,,76.2,69.5,75.3,50.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Three_1863_path.png/1280px-Three_1863_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091870,Hurricane Nine,1870,Gold,70,2,104,,9.76,90,,76.4,75.9,70.5,46.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/01/Nine_1870_path.png/1280px-Nine_1870_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041872,Hurricane Four,1872,Gold,70,1,81,,10.92,162,,55.5,62.1,73.3,70.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/98/Four_1872_path.png/1280px-Four_1872_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071874,Hurricane Seven,1874,Gold,70,2,104,,7.87,114,,77.7,76.4,64.8,56,50,https://upload.wikimedia.org/wikipedia/commons/e/e0/1874_Atlantic_hurricane_7_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL051875,Hurricane Five,1875,Gold,70,2,104,,10.02,90,,77.4,76.7,71.6,45.5,50,https://upload.wikimedia.org/wikipedia/commons/9/95/1875_Atlantic_hurricane_5_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL011876,Hurricane One,1876,Gold,70,1,92,970,6.26,66,,66.6,78.3,58.4,35.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/75/Hurricane_One_weather_map%2C_September_10%2C_1876.jpg/1280px-Hurricane_One_weather_map%2C_September_10%2C_1876.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011877,Tropical Storm One,1877,Gold,70,0,69,,5.11,102,,47.7,35.3,53.1,50.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Tropical_Storm_one_weather_map%2C_August_3%2C_1877.jpg/1280px-Tropical_Storm_one_weather_map%2C_August_3%2C_1877.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021877,Hurricane Two,1877,Gold,70,1,81,,10.53,186,,53.8,62,72.7,75.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/71/Hurricane_Two_weather_map%2C_September_18%2C_1877_%28321178504%29.jpg/1280px-Hurricane_Two_weather_map%2C_September_18%2C_1877_%28321178504%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031877,Hurricane Three,1877,Gold,70,1,81,,13.2,162,,53.9,61.9,77.9,70.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/Hurricane_Three_weather_map%2C_September_22%2C_1877.jpg/1280px-Hurricane_Three_weather_map%2C_September_22%2C_1877.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081878,Hurricane Eight,1878,Gold,70,1,81,982,9.89,162,,57.5,64,70.9,69.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Hurricane_Eight_weather_map%2C_October_11%2C_1878_%2839866712%29.jpg/1280px-Hurricane_Eight_weather_map%2C_October_11%2C_1878_%2839866712%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081879,Hurricane Eight,1879,Gold,70,2,104,968,7.95,90,,78.7,80.3,65.1,46.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a4/Hurricane_Eight_weather_map%2C_November_20%2C_1879.jpg/1280px-Hurricane_Eight_weather_map%2C_November_20%2C_1879.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061881,Hurricane Six,1881,Gold,70,2,104,975,9.7,114,,79.4,70.2,70.1,54.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Hurricane_Six_weather_map%2C_September_9%2C_1881.jpg/1280px-Hurricane_Six_weather_map%2C_September_9%2C_1881.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071881,Tropical Storm Seven,1881,Gold,70,0,69,,7.05,162,,47.1,27.6,61.7,70.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/2b/Tropical_Storm_Seven_weather_map%2C_September_19%2C_1881.jpg/1280px-Tropical_Storm_Seven_weather_map%2C_September_19%2C_1881.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041885,Hurricane Four,1885,Gold,70,1,92,,8.09,162,,65.8,56.7,65.6,69.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Hurricane_Four_weather_map%2C_September_22%2C_1885.jpg/1280px-Hurricane_Four_weather_map%2C_September_22%2C_1885.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031886,Hurricane Three,1886,Gold,70,2,98,,9.1,126,,72.7,75.5,68.7,59.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/31/Hurricane_three_7-1-1886.jpg/1280px-Hurricane_three_7-1-1886.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL121886,Tropical Storm Twelve,1886,Gold,70,0,69,,4.73,120,,48.4,32.4,51.6,58.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/24/1886_Atlantic_tropical_storm_12_path.png/1280px-1886_Atlantic_tropical_storm_12_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011887,Tropical Storm One,1887,Gold,70,0,69,,4.61,126,,48.5,32.4,50.9,59.5,50,https://upload.wikimedia.org/wikipedia/commons/0/00/1887_Atlantic_tropical_storm_1_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021892,Hurricane Two,1892,Gold,70,1,75,,11.24,234,,52.1,58.8,74.2,84.7,50,https://upload.wikimedia.org/wikipedia/commons/4/45/Hurricane_Two_weather_map%2C_August_21%2C_1892.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL011893,Hurricane One,1893,Gold,70,1,75,,11.74,204,,52.8,59.7,75.2,79.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3b/June_16%2C_1893_hurricane_1_map.jpg/1280px-June_16%2C_1893_hurricane_1_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031901,Hurricane Three,1901,Gold,70,1,81,,10.03,222,,54.8,61.8,71.7,82.5,50,https://upload.wikimedia.org/wikipedia/commons/9/9f/Hurricane_Three_Analysis_1901-07-11.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL081901,Hurricane Eight,1901,Gold,70,1,81,,10.15,252,,54.7,57,72.1,87.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Hurricane_Eight_%28Hurricane_San_Vicente_of_1901%29%2C_weather_map%2C_September_14%2C_1901.jpg/1280px-Hurricane_Eight_%28Hurricane_San_Vicente_of_1901%29%2C_weather_map%2C_September_14%2C_1901.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081903,Tropical Storm Eight,1903,Gold,70,0,69,,5.65,138,,46.8,34.8,55.8,62.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5c/Tropical_Storm_Eight_weather_map%2C_October_9%2C_1903.jpg/1280px-Tropical_Storm_Eight_weather_map%2C_October_9%2C_1903.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031911,Hurricane Three,1911,Gold,70,2,98,972,11.37,150,,69.9,71.6,74.5,67.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Hurricane_Three_weather_map%2C_August_28%2C_1911.jpg/1280px-Hurricane_Three_weather_map%2C_August_28%2C_1911.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051912,Hurricane Five,1912,Gold,70,1,92,,8.29,114,,69,57.9,66.5,54.7,50,https://upload.wikimedia.org/wikipedia/commons/3/3b/Hurricane_Five_analysis_7_Oct_1912.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL041918,Tropical Storm Four,1918,Gold,70,0,69,,5.04,132,,45.5,38.6,52.8,60.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/30/Tropical_Storm_Four_weather_map%2C_September_3%2C_1918.jpg/1280px-Tropical_Storm_Four_weather_map%2C_September_3%2C_1918.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051919,Tropical Storm Five,1919,Gold,70,0,69,,4.67,114,,45,39.4,51.2,55.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/6f/Tropical_Storm_Five_weather_map%2C_November_13%2C_1919.jpg/1280px-Tropical_Storm_Five_weather_map%2C_November_13%2C_1919.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
